# refresh_posture_target=True,arm_posture_cost=0.001,"arm_posture_cost_overrides={'left_arm_joint7': 0.003, 'right_arm_joint7': 0.003}",ee_position_cost=1.0,ee_orientation_cost=0.5,redundancy_resolution=dls_projector,dls_damping=0.05,hard_constraint_extra_damping=0.001,nullspace_swivel_weight=0.0,elbow_swivel_gain=1.0,elbow_swivel_targets={},nullspace_continuity_weight=0.0,nullspace_posture_weight=1.0,enable_manipulability=False,manipulability_weight=0.5
t,left_q0,left_q1,left_q2,left_q3,left_q4,left_q5,left_q6,right_q0,right_q1,right_q2,right_q3,right_q4,right_q5,right_q6,left_target_ee_0,left_target_ee_1,left_target_ee_2,left_target_ee_3,left_target_ee_4,left_target_ee_5,left_target_ee_6,right_target_ee_0,right_target_ee_1,right_target_ee_2,right_target_ee_3,right_target_ee_4,right_target_ee_5,right_target_ee_6,left_actual_ee_0,left_actual_ee_1,left_actual_ee_2,left_actual_ee_3,left_actual_ee_4,left_actual_ee_5,left_actual_ee_6,right_actual_ee_0,right_actual_ee_1,right_actual_ee_2,right_actual_ee_3,right_actual_ee_4,right_actual_ee_5,right_actual_ee_6,lift_q,base_x,base_y,base_yaw,iters,solved
0.00510477100033313,0.004000,1.326000,-1.711000,1.306000,-0.007000,-0.006000,0.000000,-0.001000,1.325000,1.715000,1.307000,0.007000,0.003000,0.000000,-0.029685,0.771313,0.145990,-0.618774,0.371221,-0.252152,0.604076,0.146817,-0.618529,-0.025405,0.771506,-0.373852,-0.253161,0.605670,-0.029685,0.771313,0.145990,-0.618774,0.371221,-0.252152,0.604076,0.146817,-0.618529,-0.025405,0.771506,-0.373852,-0.253161,0.605670,0.451084,0.000000,0.000000,0.000000,1,True
0.03713281301315874,0.004000,1.326000,-1.711000,1.306000,-0.007000,-0.006000,0.000000,-0.001000,1.325000,1.715000,1.307000,0.007000,0.003000,0.000000,-0.029685,0.771313,0.145990,-0.618774,0.371221,-0.252152,0.604076,0.146817,-0.618529,-0.025405,0.771506,-0.373852,-0.253161,0.605670,-0.029685,0.771313,0.145990,-0.618774,0.371221,-0.252152,0.604076,0.146817,-0.618529,-0.025405,0.771506,-0.373852,-0.253161,0.605670,0.451084,0.000000,0.000000,0.000000,1,True
0.07230993900157046,0.004000,1.326000,-1.711000,1.306000,-0.007000,-0.006000,0.000000,-0.001000,1.325000,1.715000,1.307000,0.007000,0.003000,0.000000,-0.029685,0.771313,0.145990,-0.618774,0.371221,-0.252152,0.604076,0.146817,-0.618529,-0.025405,0.771506,-0.373852,-0.253161,0.605670,-0.029685,0.771313,0.145990,-0.618774,0.371221,-0.252152,0.604076,0.146817,-0.618529,-0.025405,0.771506,-0.373852,-0.253161,0.605670,0.451084,0.000000,0.000000,0.000000,1,True
0.10442290600622073,0.004000,1.326000,-1.711000,1.306000,-0.007000,-0.006000,0.000000,-0.001000,1.325000,1.715000,1.307000,0.007000,0.003000,0.000000,-0.029685,0.771313,0.145990,-0.618774,0.371221,-0.252152,0.604076,0.146817,-0.618529,-0.025405,0.771506,-0.373852,-0.253161,0.605670,-0.029685,0.771313,0.145990,-0.618774,0.371221,-0.252152,0.604076,0.146817,-0.618529,-0.025405,0.771506,-0.373852,-0.253161,0.605670,0.451084,0.000000,0.000000,0.000000,1,True
0.13759310501336586,0.004000,1.326000,-1.711000,1.306000,-0.007000,-0.006000,0.000000,-0.001000,1.325000,1.715000,1.307000,0.007000,0.003000,0.000000,-0.029685,0.771313,0.145990,-0.618774,0.371221,-0.252152,0.604076,0.146817,-0.618529,-0.025405,0.771506,-0.373852,-0.253161,0.605670,-0.029685,0.771313,0.145990,-0.618774,0.371221,-0.252152,0.604076,0.146817,-0.618529,-0.025405,0.771506,-0.373852,-0.253161,0.605670,0.451084,0.000000,0.000000,0.000000,1,True
0.17025419700075872,0.004000,1.326000,-1.711000,1.306000,-0.007000,-0.006000,0.000000,-0.001000,1.325000,1.715000,1.307000,0.007000,0.003000,0.000000,-0.029685,0.771313,0.145990,-0.618774,0.371221,-0.252152,0.604076,0.146817,-0.618529,-0.025405,0.771506,-0.373852,-0.253161,0.605670,-0.029685,0.771313,0.145990,-0.618774,0.371221,-0.252152,0.604076,0.146817,-0.618529,-0.025405,0.771506,-0.373852,-0.253161,0.605670,0.451084,0.000000,0.000000,0.000000,1,True
0.2043817210069392,0.004000,1.326000,-1.711000,1.306000,-0.007000,-0.006000,0.000000,-0.001000,1.325000,1.715000,1.307000,0.007000,0.003000,0.000000,-0.029685,0.771313,0.145990,-0.618774,0.371221,-0.252152,0.604076,0.146817,-0.618529,-0.025405,0.771506,-0.373852,-0.253161,0.605670,-0.029685,0.771313,0.145990,-0.618774,0.371221,-0.252152,0.604076,0.146817,-0.618529,-0.025405,0.771506,-0.373852,-0.253161,0.605670,0.451084,0.000000,0.000000,0.000000,1,True
0.23732540300989058,0.004000,1.326000,-1.711000,1.306000,-0.007000,-0.006000,0.000000,-0.001000,1.325000,1.715000,1.307000,0.007000,0.003000,0.000000,-0.029685,0.771313,0.145990,-0.618774,0.371221,-0.252152,0.604076,0.146817,-0.618529,-0.025405,0.771506,-0.373852,-0.253161,0.605670,-0.029685,0.771313,0.145990,-0.618774,0.371221,-0.252152,0.604076,0.146817,-0.618529,-0.025405,0.771506,-0.373852,-0.253161,0.605670,0.451084,0.000000,0.000000,0.000000,1,True
0.2705668980051996,0.004000,1.326000,-1.711000,1.306000,-0.007000,-0.006000,0.000000,-0.001000,1.325000,1.715000,1.307000,0.007000,0.003000,0.000000,-0.029685,0.771313,0.145990,-0.618774,0.371221,-0.252152,0.604076,0.146817,-0.618529,-0.025405,0.771506,-0.373852,-0.253161,0.605670,-0.029685,0.771313,0.145990,-0.618774,0.371221,-0.252152,0.604076,0.146817,-0.618529,-0.025405,0.771506,-0.373852,-0.253161,0.605670,0.451084,0.000000,0.000000,0.000000,1,True
0.3043776280101156,0.004000,1.326000,-1.711000,1.306000,-0.007000,-0.006000,0.000000,-0.001000,1.325000,1.715000,1.307000,0.007000,0.003000,0.000000,-0.029685,0.771313,0.145990,-0.618774,0.371221,-0.252152,0.604076,0.146817,-0.618529,-0.025405,0.771506,-0.373852,-0.253161,0.605670,-0.029685,0.771313,0.145990,-0.618774,0.371221,-0.252152,0.604076,0.146817,-0.618529,-0.025405,0.771506,-0.373852,-0.253161,0.605670,0.451084,0.000000,0.000000,0.000000,1,True
